,Al_composition,Fe_composition,lattice_parameter_500K_ord,bulk_modulus_500K_ord,internal_energy_500K_ord,configurational_entropy_500K_ord
0,0.53,0.53,2.874873628087025,93.14472381571625,-3.3854052335151743,0.0
1,0.52,0.52,2.8737314104284866,103.12459560397875,-3.376103562654596,0.0
2,0.51,0.51,2.874461786942688,111.57958643359913,-3.369624280258166,0.0
3,0.5,0.5,2.8759888845756154,114.16905812294259,-3.363905594537326,0.0
4,0.49,0.49,2.881821215011242,113.36552730495852,-3.348800384957663,0.0
5,0.48,0.48,2.8855898688150425,110.02922651980766,-3.332411794291606,0.0
6,0.47,0.47,2.889568625177612,107.9590342832166,-3.3151154734889325,0.0
