,Al_composition,Fe_composition,lattice_parameter_800K_ord,bulk_modulus_800K_ord,internal_energy_800K_ord,configurational_entropy_800K_ord
0,0.53,0.53,2.8815521281668426,92.85143909584016,-3.433580849665574,0.1265916494059079
1,0.52,0.52,2.8811345131594193,98.64509540902748,-3.4230972033398728,0.1262767351389527
2,0.51,0.51,2.881598605012752,104.02575413369046,-3.413695826608569,0.125891980398002
3,0.5,0.5,2.882739241643439,110.78496900868564,-3.4056053780149567,0.1243011623390245
4,0.49,0.49,2.886850669699423,106.67234104610634,-3.3901279870823338,0.1247552610797743
5,0.48,0.48,2.8907436211518447,105.7296576854577,-3.3743939554752282,0.1251408901181679
6,0.47,0.47,2.8952727391301347,105.19588987528076,-3.3589393307890845,0.1254573698049908
